benchmark,technique,ci
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.map.ScalaAnyRefMapPutTest.scalaAnyRef#isPresized=false&loadFactor=0.75&size=4500000,Divergence,"(1.0235641746847914, 1.068270246131597)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.map.EcImmutableMapGetTest.get#size=9250000,Dev,"(1.003628122646226, 1.0364542569809834)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.map.EcImmutableMapGetTest.get#size=9250000,Ci,"(1.0100647320799911, 1.0448888898020248)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.map.EcImmutableMapGetTest.get#size=9250000,Cov,"(1.0581057666730176, 1.1338873097552662)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.map.EcImmutableMapGetTest.get#size=9250000,Divergence,"(1.030906385295185, 1.0761880168432698)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.map.TroveMapPutTest.trove#isPresized=true&loadFactor=0.55&size=4250000,Dev,"(0.9966338344391786, 1.0349677903778627)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.map.TroveMapPutTest.trove#isPresized=true&loadFactor=0.55&size=4250000,Ci,"(0.985574798495797, 1.0468378454006346)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.map.TroveMapPutTest.trove#isPresized=true&loadFactor=0.55&size=4250000,Cov,"(1.015610528794387, 1.0566625701145518)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.map.TroveMapPutTest.trove#isPresized=true&loadFactor=0.55&size=4250000,Divergence,"(1.008343271682908, 1.045941783088578)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.map.ChainMapPutTest.jdk#isPresized=false&loadFactor=0.70f&size=7250000,Dev,"(1.0217581770022535, 1.0507639076527626)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.map.ChainMapPutTest.jdk#isPresized=false&loadFactor=0.70f&size=7250000,Ci,"(0.9989100561530965, 1.041626870525165)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.map.ChainMapPutTest.jdk#isPresized=false&loadFactor=0.70f&size=7250000,Cov,"(1.071835148471575, 1.4149347268234558)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.map.ChainMapPutTest.jdk#isPresized=false&loadFactor=0.70f&size=7250000,Divergence,"(1.0375579028763988, 1.1048290754760082)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.map.ChainMapPutTest.hppc#isPresized=false&loadFactor=0.75f&size=5000000,Dev,"(0.9997337498968706, 1.015305021828344)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.map.ChainMapPutTest.hppc#isPresized=false&loadFactor=0.75f&size=5000000,Ci,"(0.9885275815852539, 1.0050082067969557)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.map.ChainMapPutTest.hppc#isPresized=false&loadFactor=0.75f&size=5000000,Cov,"(1.0196455344760715, 1.0415560146984606)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.map.ChainMapPutTest.hppc#isPresized=false&loadFactor=0.75f&size=5000000,Divergence,"(0.989979842923684, 1.0150147867146717)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.map.ChainMapPutTest.ec#isPresized=false&loadFactor=0.80f&size=3000000,Dev,"(0.9963770664749789, 1.0213768274414963)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.map.ChainMapPutTest.ec#isPresized=false&loadFactor=0.80f&size=3000000,Ci,"(0.9965994152274062, 1.0296849985645284)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.map.ChainMapPutTest.ec#isPresized=false&loadFactor=0.80f&size=3000000,Cov,"(1.0434220733689863, 1.0987776145238228)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.map.ChainMapPutTest.ec#isPresized=false&loadFactor=0.80f&size=3000000,Divergence,"(1.0359299326748104, 1.0706471230429078)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.map.TroveMapPutTest.trove#isPresized=true&loadFactor=0.55&size=4000000,Dev,"(1.0075433172589365, 1.0403455717398056)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.map.TroveMapPutTest.trove#isPresized=true&loadFactor=0.55&size=4000000,Ci,"(1.0194004906405567, 1.0587688917498599)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.map.TroveMapPutTest.trove#isPresized=true&loadFactor=0.55&size=4000000,Cov,"(1.0183194238982727, 1.0744467226420387)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.map.TroveMapPutTest.trove#isPresized=true&loadFactor=0.55&size=4000000,Divergence,"(1.025130594057514, 1.0643308385036752)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.map.ChainMapPutTest.ec#isPresized=true&loadFactor=0.80f&size=9750000,Dev,"(0.9442342033698358, 1.1789792238141383)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.map.ChainMapPutTest.ec#isPresized=true&loadFactor=0.80f&size=9750000,Ci,"(0.9424369094988141, 1.1896093408607262)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.map.ChainMapPutTest.ec#isPresized=true&loadFactor=0.80f&size=9750000,Cov,"(1.0597057203831293, 1.3466533127978504)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.map.ChainMapPutTest.ec#isPresized=true&loadFactor=0.80f&size=9750000,Divergence,"(0.9821871144279485, 1.2158219278834772)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.MinByDoubleTest.minByMarketValue_parallel_lazy_collect_methodref_jdk#,Dev,"(0.8200036419127648, 1.576191177025799)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.MinByDoubleTest.minByMarketValue_parallel_lazy_collect_methodref_jdk#,Ci,"(0.8129800610159759, 1.5659712100751404)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.MinByDoubleTest.minByMarketValue_parallel_lazy_collect_methodref_jdk#,Cov,"(0.765153939605079, 1.5882462738753749)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.MinByDoubleTest.minByMarketValue_parallel_lazy_collect_methodref_jdk#,Divergence,"(0.8124881984242058, 1.568904856941343)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.CollectIfTest.parallel_lazy_jdk#,Dev,"(0.9850888142290279, 1.1315933120198034)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.CollectIfTest.parallel_lazy_jdk#,Ci,"(0.9803703934066321, 1.1503511804971978)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.CollectIfTest.parallel_lazy_jdk#,Cov,"(0.9894796043819699, 1.140958151549397)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.CollectIfTest.parallel_lazy_jdk#,Divergence,"(0.9477809452320427, 1.0210171207958019)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.map.KolobokeMutableMapGetTest.get#size=5500000,Dev,"(1.0612812749923097, 1.1018315579088356)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.map.KolobokeMutableMapGetTest.get#size=5500000,Ci,"(1.073321132570191, 1.1150477473557838)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.map.KolobokeMutableMapGetTest.get#size=5500000,Cov,"(1.083207247109381, 1.1490392400438958)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.map.KolobokeMutableMapGetTest.get#size=5500000,Divergence,"(1.0436484158086121, 1.113719076125881)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.map.ChainMapPutTest.ec#isPresized=true&loadFactor=0.75f&size=750000,Dev,"(1.0127357183471828, 1.0712904445863987)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.map.ChainMapPutTest.ec#isPresized=true&loadFactor=0.75f&size=750000,Ci,"(1.0817246732222812, 1.1649383768080284)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.map.ChainMapPutTest.ec#isPresized=true&loadFactor=0.75f&size=750000,Cov,"(1.1208590034041297, 1.1893482808592866)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.map.ChainMapPutTest.ec#isPresized=true&loadFactor=0.75f&size=750000,Divergence,"(1.105805244090205, 1.191431475770959)"
eclipse__jetty.project#org.eclipse.jetty.util.PoolStrategyBenchmark.testAcquireReleasePoolWithStrategy#CACHE=true&POOL_TYPE=Pool.Linear&SIZE=4,Dev,"(0.9937740087546276, 1.1241755240983202)"
eclipse__jetty.project#org.eclipse.jetty.util.PoolStrategyBenchmark.testAcquireReleasePoolWithStrategy#CACHE=true&POOL_TYPE=Pool.Linear&SIZE=4,Ci,"(0.9935412691276692, 1.1264830331364117)"
eclipse__jetty.project#org.eclipse.jetty.util.PoolStrategyBenchmark.testAcquireReleasePoolWithStrategy#CACHE=true&POOL_TYPE=Pool.Linear&SIZE=4,Cov,"(0.9756379553112892, 1.1760827769444286)"
eclipse__jetty.project#org.eclipse.jetty.util.PoolStrategyBenchmark.testAcquireReleasePoolWithStrategy#CACHE=true&POOL_TYPE=Pool.Linear&SIZE=4,Divergence,"(0.9882850084065979, 1.1272059212122936)"
eclipse__jetty.project#org.eclipse.jetty.util.StringReplaceBenchmark.testJettyStringUtilReplaceSame#matches=3&size=100,Dev,"(1.0320041044835486, 1.331524670541746)"
eclipse__jetty.project#org.eclipse.jetty.util.StringReplaceBenchmark.testJettyStringUtilReplaceSame#matches=3&size=100,Ci,"(0.914683855571247, 1.4702568195930574)"
eclipse__jetty.project#org.eclipse.jetty.util.StringReplaceBenchmark.testJettyStringUtilReplaceSame#matches=3&size=100,Cov,"(0.9459127889323202, 1.0506874793240224)"
eclipse__jetty.project#org.eclipse.jetty.util.StringReplaceBenchmark.testJettyStringUtilReplaceSame#matches=3&size=100,Divergence,"(0.9888632638260632, 1.1812074780302535)"
eclipse__jetty.project#org.eclipse.jetty.util.StringReplaceBenchmark.testJavaStringReplaceReduce#matches=3&size=100,Dev,"(1.087344136283293, 1.2962054772725393)"
eclipse__jetty.project#org.eclipse.jetty.util.StringReplaceBenchmark.testJavaStringReplaceReduce#matches=3&size=100,Ci,"(0.95488599987042, 1.555935074376422)"
eclipse__jetty.project#org.eclipse.jetty.util.StringReplaceBenchmark.testJavaStringReplaceReduce#matches=3&size=100,Cov,"(1.0137602146611877, 1.6731825061428673)"
eclipse__jetty.project#org.eclipse.jetty.util.StringReplaceBenchmark.testJavaStringReplaceReduce#matches=3&size=100,Divergence,"(1.0238784949841735, 1.6516861236243225)"
eclipse__jetty.project#org.eclipse.jetty.server.jmh.ListVsMapBenchmark.testHashMapAndLinkedList#length=11&lookups=30&mostly=hits&size=12,Dev,"(1.0289757232082555, 1.2959207890876683)"
eclipse__jetty.project#org.eclipse.jetty.server.jmh.ListVsMapBenchmark.testHashMapAndLinkedList#length=11&lookups=30&mostly=hits&size=12,Ci,"(0.9690457945025325, 1.1128177928929506)"
eclipse__jetty.project#org.eclipse.jetty.server.jmh.ListVsMapBenchmark.testHashMapAndLinkedList#length=11&lookups=30&mostly=hits&size=12,Cov,"(0.9879199669675989, 1.1357720039229227)"
eclipse__jetty.project#org.eclipse.jetty.server.jmh.ListVsMapBenchmark.testHashMapAndLinkedList#length=11&lookups=30&mostly=hits&size=12,Divergence,"(1.0338534665541694, 1.2362462235395861)"
eclipse__jetty.project#org.eclipse.jetty.util.StringReplaceBenchmark.testJavaStringReplaceGrowth#matches=3&size=3,Dev,"(1.0525307955735805, 3.197515464762056)"
eclipse__jetty.project#org.eclipse.jetty.util.StringReplaceBenchmark.testJavaStringReplaceGrowth#matches=3&size=3,Ci,"(0.9231656093907961, 1.004820819205063)"
eclipse__jetty.project#org.eclipse.jetty.util.StringReplaceBenchmark.testJavaStringReplaceGrowth#matches=3&size=3,Cov,"(1.0104333771261627, 1.1080160360463405)"
eclipse__jetty.project#org.eclipse.jetty.util.StringReplaceBenchmark.testJavaStringReplaceGrowth#matches=3&size=3,Divergence,"(0.9545663361648062, 1.0602565708843485)"
eclipse__jetty.project#org.eclipse.jetty.util.PoolStrategyBenchmark.testAcquireReleasePoolWithStrategy#CACHE=true&POOL_TYPE=Pool.RoundRobin&SIZE=16,Dev,"(0.9862086638496245, 1.0085174259356389)"
eclipse__jetty.project#org.eclipse.jetty.util.PoolStrategyBenchmark.testAcquireReleasePoolWithStrategy#CACHE=true&POOL_TYPE=Pool.RoundRobin&SIZE=16,Ci,"(0.9865296832400848, 1.0079617360041506)"
eclipse__jetty.project#org.eclipse.jetty.util.PoolStrategyBenchmark.testAcquireReleasePoolWithStrategy#CACHE=true&POOL_TYPE=Pool.RoundRobin&SIZE=16,Cov,"(0.9720576218276263, 0.9948214885083734)"
eclipse__jetty.project#org.eclipse.jetty.util.PoolStrategyBenchmark.testAcquireReleasePoolWithStrategy#CACHE=true&POOL_TYPE=Pool.RoundRobin&SIZE=16,Divergence,"(0.9730140413462691, 0.9985774595050417)"
eclipse__jetty.project#org.eclipse.jetty.util.StringReplaceBenchmark.testJettyStringUtilReplaceReduce#matches=3&size=3,Dev,"(1.02249407256708, 1.3842098826125304)"
eclipse__jetty.project#org.eclipse.jetty.util.StringReplaceBenchmark.testJettyStringUtilReplaceReduce#matches=3&size=3,Ci,"(0.9523019176919412, 1.039056514235466)"
eclipse__jetty.project#org.eclipse.jetty.util.StringReplaceBenchmark.testJettyStringUtilReplaceReduce#matches=3&size=3,Cov,"(1.0218801538156081, 1.8745539777252553)"
eclipse__jetty.project#org.eclipse.jetty.util.StringReplaceBenchmark.testJettyStringUtilReplaceReduce#matches=3&size=3,Divergence,"(0.9894189195673803, 1.855539855322008)"
eclipse__jetty.project#org.eclipse.jetty.util.StringReplaceBenchmark.testJettyStringUtilReplaceGrowth#matches=0&size=100,Dev,"(0.9669240689134624, 1.0669306293611127)"
eclipse__jetty.project#org.eclipse.jetty.util.StringReplaceBenchmark.testJettyStringUtilReplaceGrowth#matches=0&size=100,Ci,"(0.9733952635462987, 1.0478958285820268)"
eclipse__jetty.project#org.eclipse.jetty.util.StringReplaceBenchmark.testJettyStringUtilReplaceGrowth#matches=0&size=100,Cov,"(0.9893426061119371, 1.0502228731745582)"
eclipse__jetty.project#org.eclipse.jetty.util.StringReplaceBenchmark.testJettyStringUtilReplaceGrowth#matches=0&size=100,Divergence,"(0.9755305016099917, 1.0368187646466815)"
eclipse__jetty.project#org.eclipse.jetty.util.StringReplaceBenchmark.testJavaStringReplaceReduce#matches=0&size=3,Dev,"(0.9332423303883509, 1.0072196233101656)"
eclipse__jetty.project#org.eclipse.jetty.util.StringReplaceBenchmark.testJavaStringReplaceReduce#matches=0&size=3,Ci,"(0.9312107396455191, 1.0431349546966056)"
eclipse__jetty.project#org.eclipse.jetty.util.StringReplaceBenchmark.testJavaStringReplaceReduce#matches=0&size=3,Cov,"(0.9203800650499643, 0.9778023567441838)"
eclipse__jetty.project#org.eclipse.jetty.util.StringReplaceBenchmark.testJavaStringReplaceReduce#matches=0&size=3,Divergence,"(0.9346695499764971, 1.015126250789843)"
eclipse__jetty.project#org.eclipse.jetty.http.jmh.HttpMethodBenchmark.testMapGet#,Dev,"(0.7468464284670988, 1.8210118025709128)"
eclipse__jetty.project#org.eclipse.jetty.http.jmh.HttpMethodBenchmark.testMapGet#,Ci,"(0.6373200267304879, 1.7735735407079465)"
eclipse__jetty.project#org.eclipse.jetty.http.jmh.HttpMethodBenchmark.testMapGet#,Cov,"(0.7147675331758585, 1.9751783366761253)"
eclipse__jetty.project#org.eclipse.jetty.http.jmh.HttpMethodBenchmark.testMapGet#,Divergence,"(0.659907589182836, 1.7920694386356133)"
eclipse__jetty.project#org.eclipse.jetty.util.StringReplaceBenchmark.testJettyStringUtilReplaceGrowth#matches=1&size=3,Dev,"(1.1616596839389242, 1.3921618539173193)"
eclipse__jetty.project#org.eclipse.jetty.util.StringReplaceBenchmark.testJettyStringUtilReplaceGrowth#matches=1&size=3,Ci,"(0.8719202862564013, 1.9368531634237258)"
eclipse__jetty.project#org.eclipse.jetty.util.StringReplaceBenchmark.testJettyStringUtilReplaceGrowth#matches=1&size=3,Cov,"(0.8835352766249434, 1.0513507100103383)"
eclipse__jetty.project#org.eclipse.jetty.util.StringReplaceBenchmark.testJettyStringUtilReplaceGrowth#matches=1&size=3,Divergence,"(0.9733530503412016, 1.1959125029758482)"
eclipse__jetty.project#org.eclipse.jetty.server.jmh.ListVsMapBenchmark.testArrayList#length=11&lookups=10&mostly=misses&size=12,Dev,"(0.9676859012570034, 1.0751453516234981)"
eclipse__jetty.project#org.eclipse.jetty.server.jmh.ListVsMapBenchmark.testArrayList#length=11&lookups=10&mostly=misses&size=12,Ci,"(0.9316860877676519, 1.0268884258368207)"
eclipse__jetty.project#org.eclipse.jetty.server.jmh.ListVsMapBenchmark.testArrayList#length=11&lookups=10&mostly=misses&size=12,Cov,"(0.9291797804477264, 1.0764574698045062)"
eclipse__jetty.project#org.eclipse.jetty.server.jmh.ListVsMapBenchmark.testArrayList#length=11&lookups=10&mostly=misses&size=12,Divergence,"(0.921977652859136, 1.0581262262636995)"
eclipse__jetty.project#org.eclipse.jetty.util.jmh.DateCacheBenchmark.testDateCacheTimestamp#,Dev,"(1.0226611750291739, 2.056574022129855)"
eclipse__jetty.project#org.eclipse.jetty.util.jmh.DateCacheBenchmark.testDateCacheTimestamp#,Ci,"(0.9326325179686802, 1.1526826476128482)"
eclipse__jetty.project#org.eclipse.jetty.util.jmh.DateCacheBenchmark.testDateCacheTimestamp#,Cov,"(0.9697943030554491, 1.2520649714431955)"
eclipse__jetty.project#org.eclipse.jetty.util.jmh.DateCacheBenchmark.testDateCacheTimestamp#,Divergence,"(0.9716469222711248, 1.200111237062761)"
eclipse__jetty.project#org.eclipse.jetty.util.StringReplaceBenchmark.testJavaStringReplaceReduce#matches=1&size=3,Dev,"(1.020541983660908, 1.3407608010168863)"
eclipse__jetty.project#org.eclipse.jetty.util.StringReplaceBenchmark.testJavaStringReplaceReduce#matches=1&size=3,Ci,"(0.9132220833248946, 1.1297922079703304)"
eclipse__jetty.project#org.eclipse.jetty.util.StringReplaceBenchmark.testJavaStringReplaceReduce#matches=1&size=3,Cov,"(0.9919826140847311, 1.310982216303207)"
eclipse__jetty.project#org.eclipse.jetty.util.StringReplaceBenchmark.testJavaStringReplaceReduce#matches=1&size=3,Divergence,"(1.0136778516675757, 2.3913922116554978)"
eclipse__jetty.project#org.eclipse.jetty.util.StringReplaceBenchmark.testJettyStringUtilReplaceSame#matches=1&size=3,Dev,"(1.107048045743088, 1.2989713669909548)"
eclipse__jetty.project#org.eclipse.jetty.util.StringReplaceBenchmark.testJettyStringUtilReplaceSame#matches=1&size=3,Ci,"(0.9269542171873846, 2.5252940448901398)"
eclipse__jetty.project#org.eclipse.jetty.util.StringReplaceBenchmark.testJettyStringUtilReplaceSame#matches=1&size=3,Cov,"(0.9788858001212204, 1.1672605736376667)"
eclipse__jetty.project#org.eclipse.jetty.util.StringReplaceBenchmark.testJettyStringUtilReplaceSame#matches=1&size=3,Divergence,"(0.9715029363609077, 1.072155450043151)"
eclipse__jetty.project#org.eclipse.jetty.util.StringReplaceBenchmark.testJettyStringUtilReplaceGrowth#matches=0&size=1000,Dev,"(0.9950504544906809, 1.010872151539951)"
eclipse__jetty.project#org.eclipse.jetty.util.StringReplaceBenchmark.testJettyStringUtilReplaceGrowth#matches=0&size=1000,Ci,"(0.9908975952245052, 1.0049549474389519)"
eclipse__jetty.project#org.eclipse.jetty.util.StringReplaceBenchmark.testJettyStringUtilReplaceGrowth#matches=0&size=1000,Cov,"(0.9921282200338319, 1.0058763602922265)"
eclipse__jetty.project#org.eclipse.jetty.util.StringReplaceBenchmark.testJettyStringUtilReplaceGrowth#matches=0&size=1000,Divergence,"(0.9844003104335467, 1.0056091578043493)"
eclipse__jetty.project#org.eclipse.jetty.util.jmh.DateCacheNoTickBenchmark.testDateCacheFormatNow#,Dev,"(0.957444702052785, 1.1988750455585133)"
eclipse__jetty.project#org.eclipse.jetty.util.jmh.DateCacheNoTickBenchmark.testDateCacheFormatNow#,Ci,"(0.891685126008765, 1.080307898139948)"
eclipse__jetty.project#org.eclipse.jetty.util.jmh.DateCacheNoTickBenchmark.testDateCacheFormatNow#,Cov,"(0.9399596568611507, 1.2887215884577279)"
eclipse__jetty.project#org.eclipse.jetty.util.jmh.DateCacheNoTickBenchmark.testDateCacheFormatNow#,Divergence,"(0.9524431300088756, 1.2353990261245535)"
eclipse__jetty.project#org.eclipse.jetty.util.StringReplaceBenchmark.testJettyStringUtilReplaceReduce#matches=1&size=100,Dev,"(1.0699415837085378, 1.4433538053070987)"
eclipse__jetty.project#org.eclipse.jetty.util.StringReplaceBenchmark.testJettyStringUtilReplaceReduce#matches=1&size=100,Ci,"(0.8613309303773972, 1.0182203952655033)"
